Altium Designer Pick and Place Locations
C:\Users\phili\polybox\05_AltiumProjects\SolarTestBed\STB_ValidationBoard\Documentation\Pick and Place\STB_ValidationBoard_Pick and Place.csv

========================================================================================================================
File Design Information:

Date:       09.11.22
Time:       09:42
Revision:   99dbafdebc9ee8df63f035ad4a675afc8efd9e1c
Variant:    STB_ValidationBoard_main
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"U8","LTC4316IDD#TRPBF","TopLayer","DFN10(3x3)_N","7.5000","19.2000","90","Single I2C/SMBus Address Translator"
"U13","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","12.2640","74.9780","180","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S64","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S63","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S62","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S61","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S60","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S59","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S58","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S57","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","139.9998","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S56","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S55","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S54","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S53","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S52","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S51","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S50","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S49","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","121.4284","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S48","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S47","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S46","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S45","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S44","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S43","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S42","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S41","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","102.8570","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S40","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S39","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S38","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S37","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S36","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S35","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S34","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S33","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","84.2856","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S32","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S31","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S30","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S29","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S28","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S27","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S26","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S25","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","65.7142","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S24","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S23","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S22","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S21","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S20","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S19","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S18","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S17","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","47.1428","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S16","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S15","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S14","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S13","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S12","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S11","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S10","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S9","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","28.5714","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S8","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","140.9998","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S7","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","122.4284","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S6","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","103.8570","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S5","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","85.2856","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S4","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","66.7142","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S3","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","48.1428","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S2","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","29.5714","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U2_S1","TMP116NAIDRVR","TopLayer","FP-DRV0006B-MFG","11.0000","10.0000","90","SENSOR DIGITAL -55C-125C 6WSON"
"U7","N24S64BC4DYT3G","TopLayer","4-WLCSP_(0.77x0.77)","7.2000","24.1000","0","Memory IC 64Kb (8K x 8) I²C 1 MHz 400 ns 4-WLCSP (0.77x0.77)"
"X1","CONN PWR CARD EDGE PCB SLOT MALE","TopLayer","CON-67_0.5MM_PCB_SLOT","1.2500","15.0000","270","Mates with 2199119-4 - No BOM"
"R5","10k","TopLayer","RESC1005X40X25LL05T05","87.5205","76.5641","0","Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R4","10k","TopLayer","RESC1005X40X25LL05T05","87.5205","75.6641","0","Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R1","10k","TopLayer","RESC1005X40X25LL05T05","87.5205","74.7641","0","Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C17","100nF","TopLayer","CAPC1050X55X23LL05T13","83.9205","70.5270","90","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C16","100nF","TopLayer","CAPC1050X55X23LL05T13","10.0484","75.3762","270","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C15","100nF","TopLayer","CAPC1050X55X23LL05T13","10.7000","93.4000","90","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C14","100nF","TopLayer","CAPC1050X55X23LL05T13","10.7000","56.3000","90","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C13","100nF","TopLayer","CAPC1050X55X23LL05T13","10.7000","130.6000","90","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C12","100nF","TopLayer","CAPC1050X55X23LL05T13","10.7000","19.1000","90","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C11","100nF","TopLayer","CAPC1050X55X23LL05T13","8.6000","16.5000","180","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C10","100nF","TopLayer","CAPC1050X55X23LL05T13","7.2355","25.4540","180","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C9","100nF","TopLayer","CAPC1050X55X23LL05T13","77.3000","75.6000","30","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C7","100nF","TopLayer","CAPC1050X55X23LL05T13","79.1000","73.4000","150","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C5","100nF","TopLayer","CAPC1050X55X23LL05T13","90.1000","70.9000","270","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C3","100nF","TopLayer","CAPC1050X55X23LL05T13","80.2205","75.9641","270","Chip Capacitor, 100 nF, +/- 10%, 16 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
