Altium Designer Pick and Place Locations
C:\Users\phili\polybox\05_AltiumProjects\SolarTestBed\STB_SensorBoard\Documentation\Pick and Place\STB_SensorBoard_Pick and Place.txt

========================================================================================================================
File Design Information:

Date:       09.11.22
Time:       09:56
Revision:   18bfd3b5abf29e1933fc09800507b468027133b6
Variant:    STB_SensorBoard_main
Units used: mm

Designator Comment           Layer    Footprint                 Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                      
C20_T2     10uF              TopLayer CAPC0603(1608)100_L       48.6135      122.2001     180      "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C20_T1     10uF              TopLayer CAPC0603(1608)100_L       48.6135      222.2000     180      "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C19_T4     10uF              TopLayer CAPC0603(1608)100_L       291.2462     216.9385     270      "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C19_T3     10uF              TopLayer CAPC0603(1608)100_L       291.2462     116.9085     270      "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C19_T2     10uF              TopLayer CAPC0603(1608)100_L       52.7538      130.0616     90       "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C19_T1     10uF              TopLayer CAPC0603(1608)100_L       52.7538      230.0615     90       "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C18_T4     10uF              TopLayer CAPC0603(1608)100_L       292.6573     216.9385     270      "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C18_T3     10uF              TopLayer CAPC0603(1608)100_L       292.6573     116.9085     270      "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C18_T2     10uF              TopLayer CAPC0603(1608)100_L       51.3428      130.0616     90       "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
C18_T1     10uF              TopLayer CAPC0603(1608)100_L       51.3427      230.0615     90       "CAP 10uF 10V ±10% 0603 (1608 Metric) Thickness 1mm SMD"                                                                                         
X14        TC2030-MCP-NL     TopLayer TC2030-MCP-NL             178.9749     268.8350     180      "CABLE, TAG CONNECT, WITH OUT LEG, FOR IC"                                                                                                       
U3         PCA9646PW,118     TopLayer TSSOP-16_N                172.0500     298.8000     0        "Buffer, ReDriver 4 Channel 1MHz 16-TSSOP"                                                                                                       
X11        3-647168-4        TopLayer 3-647168-4                322.0000     336.0000     270      "Board Connector, 4 Contact(s), 1 Row(s), Male, Straight, 0.1 inch Pitch, Locking, Black Insulator, Plug"                                        
X10        3-647168-4        TopLayer 3-647168-4                21.5000      336.0000     90       "Board Connector, 4 Contact(s), 1 Row(s), Male, Straight, 0.1 inch Pitch, Locking, Black Insulator, Plug"                                        
X9_T1      2059-302/998-403  TopLayer 2059-302/998-403          51.0000      216.5000     0        "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X6         2059-302/998-403  TopLayer 2059-302/998-403          352.0000     10.0000      270      "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X9_T2      2059-302/998-403  TopLayer 2059-302/998-403          51.0000      116.0297     0        "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X9_T3      2059-302/998-403  TopLayer 2059-302/998-403          292.7327     130.0000     180      "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X9_T4      2059-302/998-403  TopLayer 2059-302/998-403          293.0000     230.5000     180      "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X13        2059-302/998-403  TopLayer 2059-302/998-403          297.0000     336.0000     0        "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X12        2059-302/998-403  TopLayer 2059-302/998-403          46.0000      336.0000     180      "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
X3         2059-302/998-403  TopLayer 2059-302/998-403          348.0000     270.0000     0        "Barrier Strip Terminal Block, 3A, 0.34mm2, 1 Row(s), 1 Deck(s)"                                                                                 
U13        AS72653-BLGT      TopLayer FP-AS72653-BLGT-MFG       178.0000     252.4086     60       "AS72653-BLGT LGA20 LF T&RDP"                                                                                                                    
U14        AS72652-BLGT      TopLayer FP-AS72652-BLGT-MFG       165.9178     252.2453     30       "AS72652-BLGT LGA20 LF T&RDP"                                                                                                                    
U11        AS72651-BLGT      TopLayer FP-AS72651-BLGT-MFG       172.0000     261.5000     180      "AS72651-BLGT LGA20 LF T&RDP"                                                                                                                    
U8         VEML60311X00      TopLayer 6-SMD_-_No_Thermal_Pad_2  172.0000     255.6514     0        "Ambient Light Sensor, I²C 6-SMD, No Lead"                                                                                                       
U6         OPT3001DNPT       TopLayer DNP0006A                  48.5000      48.5475      0        "Ambient Light Sensor (ALS), 1.6 to 3.6 V, -40 to 85 degC, 6-Pin USON (DNP), Green (RoHS & no Sb/Br), Tape and Reel"                             
U10        OPT3001DNPT       TopLayer DNP0006A                  295.5000     48.4975      0        "Ambient Light Sensor (ALS), 1.6 to 3.6 V, -40 to 85 degC, 6-Pin USON (DNP), Green (RoHS & no Sb/Br), Tape and Reel"                             
U9         OPT3001DNPT       TopLayer DNP0006A                  48.5000      295.4975     0        "Ambient Light Sensor (ALS), 1.6 to 3.6 V, -40 to 85 degC, 6-Pin USON (DNP), Green (RoHS & no Sb/Br), Tape and Reel"                             
U7         OPT3001DNPT       TopLayer DNP0006A                  295.5000     295.4975     0        "Ambient Light Sensor (ALS), 1.6 to 3.6 V, -40 to 85 degC, 6-Pin USON (DNP), Green (RoHS & no Sb/Br), Tape and Reel"                             
X15        2199119-4         TopLayer 2199119-4                 111.9500     251.0000     0        "67 Position Female Connector M.2 (NGFF) Mini Card Gold 0.020" (0.50mm) Black"                                                                   
U12        MX25L4006EZUI-12G TopLayer MXIC-USON-8_V             178.1133     265.0340     0        "4 M-Bit [x1 / x2] CMOS Serial Flash, 86 MHz, -0.7 to 3.6 V, -40 to 85 degC, Body  2 x 3 x 0.6 mm"                                               
L2         LI0402E300R-10    TopLayer INDC1005X07L              172.0000     251.9348     0        "30 Ohm 1 Power, Signal Line Ferrite Bead 0402 (1005 Metric) 500mA 300 mOhm Max DCR"                                                             
U4_T4      MP8833GD-0000-Z   TopLayer QFN40P200X300X100-16N     295.1190     215.9703     180      "1.5A THERMOELECTRIC COOLER CONTR"                                                                                                               
U4_T3      MP8833GD-0000-Z   TopLayer QFN40P200X300X100-16N     295.1190     115.9403     180      "1.5A THERMOELECTRIC COOLER CONTR"                                                                                                               
U4_T2      MP8833GD-0000-Z   TopLayer QFN40P200X300X100-16N     48.8810      131.0298     0        "1.5A THERMOELECTRIC COOLER CONTR"                                                                                                               
U4_T1      MP8833GD-0000-Z   TopLayer QFN40P200X300X100-16N     48.8810      231.0297     0        "1.5A THERMOELECTRIC COOLER CONTR"                                                                                                               
R18        4k7               TopLayer RESC1005X40X25LL05T10     177.0033     331.3375     0        ""                                                                                                                                               
C36        1uF               TopLayer CAPC1608X90X35LL15T15     182.3467     264.9797     90       ""                                                                                                                                               
X2         1844317           TopLayer 1844317                   354.9999     300.0001     90       ""                                                                                                                                               
R37        1M                TopLayer RESC1005X40X25LL05T10     126.9943     248.6957     90       ""                                                                                                                                               
R36        100k              TopLayer RESC1005X40X25LL05T10     127.9650     253.3604     270      ""                                                                                                                                               
R24        1k6               TopLayer RESC1005X40X25LL05T10     167.1239     327.2500     90       ""                                                                                                                                               
R22        1k6               TopLayer RESC1005X40X25LL05T10     167.1239     328.9443     90       ""                                                                                                                                               
R17        4k7               TopLayer RESC1005X40X25LL05T10     177.0283     332.2000     0        ""                                                                                                                                               
R16        4k7               TopLayer RESC1005X40X25LL05T10     177.0283     333.0875     0        ""                                                                                                                                               
R15        4k7               TopLayer RESC1005X40X25LL05T10     177.0283     334.0000     0        ""                                                                                                                                               
R10        100k              TopLayer RESC1005X40X25LL05T10     184.2035     301.7414     270      ""                                                                                                                                               
R9         100k              TopLayer RESC1005X40X25LL05T10     186.1336     301.7414     270      ""                                                                                                                                               
R8         560k              TopLayer RESC1005X40X25LL05T05     185.1360     301.7414     270      ""                                                                                                                                               
R6         100k              TopLayer RESC1005X40X25LL05T10     162.1524     300.3176     180      ""                                                                                                                                               
R5         200k              TopLayer RESC1005X40X25LL05T10     162.1524     299.2000     180      ""                                                                                                                                               
R4         100k              TopLayer RESC1005X40X25LL05T10     162.1524     297.1750     180      ""                                                                                                                                               
R3         100k              TopLayer RESC1005X40X25LL05T10     162.1524     298.2000     180      ""                                                                                                                                               
C39        1uF               TopLayer CAPC1608X90X35LL15T15     165.0000     256.0186     210      ""                                                                                                                                               
C38        1uF               TopLayer CAPC1608X90X35LL15T15     178.6908     256.3436     330      ""                                                                                                                                               
C34        1uF               TopLayer CAPC1608X90X35LL15T15     168.1000     259.8836     90       ""                                                                                                                                               
C30        1uF               TopLayer CAPC1608X90X35LL15T15     172.0000     253.2002     180      ""                                                                                                                                               
C27        100pF             TopLayer CAPC1005X56X25LL10T15     166.0990     327.2500     90       ""                                                                                                                                               
C26        100pF             TopLayer CAPC1005X56X25LL10T15     166.0990     328.9943     90       ""                                                                                                                                               
A1         "Logo ETH Zurich" TopLayer eth-zurich_5mm            -72.3580     -76.7600     0        ""                                                                                                                                               
